geocoded_address,event_date,year,CSA2010
"3000 WYLIE AVE, BALTIMORE, MD, 21215",9/3/15,2015,Southern Park Heights
"1 W NORTH AVE, BALTIMORE, MD, 21201",9/4/15,2015,Midtown
"4000 EDGEWOOD ROAD, BALTIMORE, MD, 21215",9/7/15,2015,Dorchester/Ashburton
"6100 PLANTVIEW WAY, BALTIMORE, MD, 21224",9/11/15,2015,Southeastern
"3800 CLIFTON AVE, BALTIMORE, MD, 21216",9/11/15,2015,Forest Park/Walbrook
"2400 BARCLAY ST, BALTIMORE, MD, 21218",9/11/15,2015,Greater Charles Village/Barclay
"1900 VINE ST, MD, 21223",9/12/15,2015,Southwest Baltimore
"2300 HARFORD ROAD, BALTIMORE, MD, 21218",9/13/15,2015,Midway/Coldstream
"5100 ARBUTUS AVE, BALTIMORE, MD, 21215",9/14/15,2015,Pimlico/Arlington/Hilltop
"4600 MARBLE HALL ROAD, BALTIMORE, MD, 21239",9/15/15,2015,Northwood
"2300 MCCULLOH ST, BALTIMORE, MD, 21217",9/15/15,2015,Penn North/Reservoir Hill
"1000 S KENWOOD AVE, BALTIMORE, MD, 21224",9/16/15,2015,Canton
"5200 FRANKFORD AVE, BALTIMORE, MD, 21206",9/18/15,2015,Cedonia/Frankford
"900 CALHOUN ST, MD, 21217",9/19/15,2015,Sandtown-Winchester/Harlem Park
"2800 ASHLAND AVE, BALTIMORE, MD, 21205",9/19/15,2015,Madison/East End
"4907 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",9/21/15,2015,Pimlico/Arlington/Hilltop
"1 W CONWAY ST, BALTIMORE, MD, 21201",9/21/15,2015,Inner Harbor/Federal Hill
"300 S CALHOUN ST, BALTIMORE, MD, 21223",9/22/15,2015,Southwest Baltimore
"3600 FRISBY ST, MD, 21218",9/23/15,2015,The Waverlies
"1600 EUTAW PL, MD, 21217",9/24/15,2015,Upton/Druid Heights
"500 MOUNT ST, MD, 21223",9/28/15,2015,Sandtown-Winchester/Harlem Park
"5200 WINDSOR MILL RD, MD, 21207",9/29/15,2015,Dickeyville/Franklintown
"4700 PARKSIDE DR, BALTIMORE, MD, 21206",9/30/15,2015,Cedonia/Frankford
"1800 PENROSE AVE, MD, 21223",9/30/15,2015,Southwest Baltimore
"5900 CROSS COUNTRY BLVD, MD, 21215",10/2/15,2015,Cross-Country/Cheswolde
"5400 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",10/2/15,2015,Glen-Fallstaff
"1800 SHERWOOD AVE, BALTIMORE, MD, 21239",10/2/15,2015,Loch Raven
"6500 SEFTON AVE, MD, 21214",10/3/15,2015,Hamilton
"3000 JANICE AVE, BALTIMORE, MD, 21230",10/3/15,2015,Westport/Mount Winans/Lakeland
"100 S MOUNT ST, BALTIMORE, MD, 21223",10/3/15,2015,Southwest Baltimore
"1100 ORLEANS ST, BALTIMORE, MD, 21202",10/4/15,2015,Oldtown/Middle East
"2700 TIVOLY AVE, BALTIMORE, MD, 21218",10/5/15,2015,Midway/Coldstream
"1400 HORNERS LN, BALTIMORE, MD, 21205",10/7/15,2015,Claremont/Armistead
"1400 DRUID HILL AVE, BALTIMORE, MD, 21217",10/7/15,2015,Upton/Druid Heights
"1300 W NORTH AVE, BALTIMORE, MD, 21217",10/8/15,2015,Penn North/Reservoir Hill
"1600 CHURCH ST, MD, 21226",10/11/15,2015,Brooklyn/Curtis Bay/Hawkins Point
"2100 CLIFTON AVE, BALTIMORE, MD, 21217",10/12/15,2015,Greater Mondawmin
"1100 CLEVELAND ST, MD, 21230",10/12/15,2015,Washington Village/Pigtown
"5000 PALMER AVE, MD, 21215",10/13/15,2015,Pimlico/Arlington/Hilltop
"x=-76.551689, y=39.363579",10/15/15,2015,Harford/Echodale
"700 S EDEN ST, BALTIMORE, MD, 21205",10/15/15,2015,Fells Point
"900 PENNSYLVANIA AVE, BALTIMORE, MD, 21201",10/16/15,2015,Upton/Druid Heights
"900 N EDEN ST, BALTIMORE, MD, 21205",10/16/15,2015,Oldtown/Middle East
"1200 N DECKER AVE, BALTIMORE, MD, 21213",10/17/15,2015,Clifton-Berea
"4200 GROVELAND AVE, BALTIMORE, MD, 21215",10/20/15,2015,Howard Park/West Arlington
"1100 POPLAR GROVE ST, BALTIMORE, MD, 21216",10/20/15,2015,Greater Rosemont
"3600 PULASKI HWY, BALTIMORE, MD, 21224",10/21/15,2015,Orangeville/East Highlandtown
"2000 MCKEAN AVE, BALTIMORE, MD, 21217",10/22/15,2015,Greater Mondawmin
"1400 GORSUCH AVE, BALTIMORE, MD, 21218",10/22/15,2015,The Waverlies
"1800 AISQUITH ST, MD, 21202",10/23/15,2015,Greenmount East
"2900 GARRISON BLVD, BALTIMORE, MD, 21216",10/25/15,2015,Forest Park/Walbrook
"1500 MCKEAN AVE, MD, 21217",10/25/15,2015,Sandtown-Winchester/Harlem Park
"100 S SCHROEDER ST, BALTIMORE, MD, 21223",10/25/15,2015,Poppleton/The Terraces/Hollins Market
"5400 MOORES RUN DR, MD, 21206",10/26/15,2015,Cedonia/Frankford
"1500 RUTLAND AVE, BALTIMORE, MD, 21213",10/27/15,2015,Greenmount East
"700 E NORTH AVE, BALTIMORE, MD, 21202",10/30/15,2015,Midway/Coldstream
"200 S SPRING CT, BALTIMORE, MD, 21231",10/31/15,2015,Harbor East/Little Italy
"800 LYNDHURST ST, BALTIMORE, MD, 21229",11/3/15,2015,Edmondson Village
"1900 PARKSLEY AVE, MD, 21230",11/3/15,2015,Morrell Park/Violetville
"2200 N FULTON AVE, BALTIMORE, MD, 21217",11/4/15,2015,Penn North/Reservoir Hill
"1100 LAURENS ST, MD, 21217",11/4/15,2015,Upton/Druid Heights
"4000 GRANTLEY ROAD, BALTIMORE, MD, 21215",11/5/15,2015,Dorchester/Ashburton
"5500 BELAIR ROAD, BALTIMORE, MD, 21206",11/7/15,2015,Hamilton
"3200 CHESTERFIELD AVE, BALTIMORE, MD, 21213",11/7/15,2015,Belair-Edison
"3200 CHESTERFIELD AVE, BALTIMORE, MD, 21213",11/7/15,2015,Belair-Edison
"2700 EDMONDSON AVE, BALTIMORE, MD, 21223",11/8/15,2015,Greater Rosemont
"1 SOUTH ST, BALTIMORE, MD, 21202",11/8/15,2015,Downtown/Seton Hill
"3500 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",11/9/15,2015,Southern Park Heights
"5200 WINDSOR MILL RD, MD, 21207",11/11/15,2015,Dickeyville/Franklintown
"4000 BELWOOD AVE, MD, 21206",11/12/15,2015,Lauraville
"2400 WESTPORT ST, MD, 21230",11/14/15,2015,Westport/Mount Winans/Lakeland
"1000 S CAROLINE ST, BALTIMORE, MD, 21231",11/14/15,2015,Fells Point
"1 N BENTALOU ST, BALTIMORE, MD, 21223",11/14/15,2015,Southwest Baltimore
"1 N ABINGTON AVE, BALTIMORE, MD, 21229",11/14/15,2015,Allendale/Irvington/S. Hilton
"3500 E BALTIMORE ST, BALTIMORE, MD, 21224",11/15/15,2015,Orangeville/East Highlandtown
"5300 SINCLAIR LANE, MD, 21206",11/16/15,2015,Cedonia/Frankford
"3100 NORMOUNT AVE, BALTIMORE, MD, 21216",11/16/15,2015,Greater Rosemont
"1200 N EDEN ST, BALTIMORE, MD, 21213",11/16/15,2015,Greenmount East
"3200 BELAIR ROAD, MD, 21213",11/18/15,2015,Belair-Edison
"2600 W FAIRMOUNT AVE, BALTIMORE, MD, 21223",11/19/15,2015,Southwest Baltimore
"400 ANNABEL AVE, MD, 21225",11/20/15,2015,Brooklyn/Curtis Bay/Hawkins Point
"1500 STRICKER ST, MD, 21217",11/21/15,2015,Sandtown-Winchester/Harlem Park
"600 S MONROE ST, BALTIMORE, MD, 21223",11/28/15,2015,Southwest Baltimore
"2000 DENISON ST, MD, 21216",11/29/15,2015,Greater Rosemont
"1200 N CAROLINE ST, BALTIMORE, MD, 21213",12/1/15,2015,Greenmount East
"2800 LAURETTA AVE, MD, 21223",12/2/15,2015,Greater Rosemont
"1900 WALBROOK AVE, BALTIMORE, MD, 21217",12/2/15,2015,Greater Mondawmin
"1300 N LONGWOOD ST, BALTIMORE, MD, 21216",12/2/15,2015,Greater Rosemont
"900 DANTREY CT, BALTIMORE, MD, 21225",12/3/15,2015,Brooklyn/Curtis Bay/Hawkins Point
"5600 THE ALAMEDA, BALTIMORE, MD, 21239",12/4/15,2015,Loch Raven
"2000 KENNEDY AVE, BALTIMORE, MD, 21218",12/4/15,2015,Midway/Coldstream
"2200 DRUID HILL AVE, BALTIMORE, MD, 21217",12/5/15,2015,Upton/Druid Heights
"400 MANSE CT, BALTIMORE, MD, 21240",12/6/15,2015,Upton/Druid Heights
"2600 BOONE ST, BALTIMORE, MD, 21218",12/6/15,2015,The Waverlies
"1900 WILHELM ST, MD, 21223",12/6/15,2015,Southwest Baltimore
"2400 GUILFORD AVE, BALTIMORE, MD, 21218",12/8/15,2015,Greater Charles Village/Barclay
"5100 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",12/11/15,2015,Pimlico/Arlington/Hilltop
"1500 N SMALLWOOD ST, BALTIMORE, MD, 21216",12/13/15,2015,Greater Rosemont
"5300 GIST AVE, BALTIMORE, MD, 21215",12/14/15,2015,Pimlico/Arlington/Hilltop
"300 S DALLAS CT, BALTIMORE, MD, 21231",12/15/15,2015,Harbor East/Little Italy
"700 H E 23RD ST, BALTIMORE, MD, 21218",12/16/15,2015,Midway/Coldstream
"2100 BARCLAY ST, BALTIMORE, MD, 21218",12/16/15,2015,Greater Charles Village/Barclay
"3600 PULASKI HWY, BALTIMORE, MD, 21224",12/17/15,2015,Orangeville/East Highlandtown
"2400 E FAYETTE ST, BALTIMORE, MD, 21223",12/18/15,2015,Patterson Park North & East
"300 CALVERT ST, MD, 21202",12/20/15,2015,Downtown/Seton Hill
"300 CALVERT ST, MD, 21202",12/20/15,2015,Downtown/Seton Hill
"1301 MCCULLOH ST, BALTIMORE, MD, 21217",12/20/15,2015,Upton/Druid Heights
"1100 N CARROLLTON AVE, BALTIMORE, MD, 21217",12/20/15,2015,Sandtown-Winchester/Harlem Park
"5300 FRANKFORD AVE, MD, 21206",12/23/15,2015,Cedonia/Frankford
"800 W LEXINGTON ST, BALTIMORE, MD, 21201",12/26/15,2015,Poppleton/The Terraces/Hollins Market
"400 N MONTFORD AVE, BALTIMORE, MD, 21224",12/27/15,2015,Patterson Park North & East
"1900 BAKER ST, MD, 21217",12/28/15,2015,Sandtown-Winchester/Harlem Park
"1700 E EAGER ST, BALTIMORE, MD, 21205",12/28/15,2015,Oldtown/Middle East
"1000 GREENMOUNT AVE, MD, 21202",12/28/15,2015,Greenmount East
"4500 GARRISON BLVD, BALTIMORE, MD, 21215",12/29/15,2015,Dorchester/Ashburton
"500 MCELDERRY ST, MD, 21202",12/30/15,2015,Oldtown/Middle East
"1 N POPPLETON ST, BALTIMORE, MD, 21201",12/31/15,2015,Poppleton/The Terraces/Hollins Market
"2300 E MADISON ST, BALTIMORE, MD, 21205",1/1/16,2016,Madison/East End
"6401 PULASKI HWY, BALTIMORE, MD, 21205",1/6/16,2016,Orangeville/East Highlandtown
"5900 WINTHROPE AVE, BALTIMORE, MD, 21206",1/7/16,2016,Hamilton
"300 W LANVALE ST, BALTIMORE, MD, 21217",1/7/16,2016,Midtown
"1100 W SARATOGA ST, BALTIMORE, MD, 21223",1/7/16,2016,Poppleton/The Terraces/Hollins Market
"500 E NORTH AVE, BALTIMORE, MD, 21202",1/10/16,2016,Midway/Coldstream
"3300 OLD YORK ROAD, MD, 21218",1/10/16,2016,The Waverlies
"5600 HADDON AVE, MD, 21207",1/12/16,2016,Howard Park/West Arlington
"200 N ROSE ST, BALTIMORE, MD, 21224",1/15/16,2016,Patterson Park North & East
"3400 FAIRVIEW AVE, BALTIMORE, MD, 21216",1/18/16,2016,Forest Park/Walbrook
"9 S CULVER ST, BALTIMORE, MD, 21229",1/19/16,2016,Allendale/Irvington/S. Hilton
"400 ROUNDVIEW ROAD, MD, 21225",1/19/16,2016,Cherry Hill
"1 N HIGHLAND AVE, BALTIMORE, MD, 21224",1/26/16,2016,Orangeville/East Highlandtown
"1200 PATTERSON PARK AVE, MD, 21213",1/29/16,2016,Clifton-Berea
"1500 PENTRIDGE ROAD, BALTIMORE, MD, 21239",2/1/16,2016,Northwood
"700 N ROSE ST, BALTIMORE, MD, 21205",2/3/16,2016,Madison/East End
"1 SOUTH ST, BALTIMORE, MD, 21202",2/4/16,2016,Downtown/Seton Hill
"3900 PENHURST AVE, MD, 21215",2/5/16,2016,Dorchester/Ashburton
"1000 E NORTH AVE, BALTIMORE, MD, 21202",2/5/16,2016,Midway/Coldstream
"700 N MILTON AVE, BALTIMORE, MD, 21205",2/8/16,2016,Madison/East End
"500 S BOND ST, BALTIMORE, MD, 21231",2/10/16,2016,Fells Point
"2500 WINCHESTER ST, BALTIMORE, MD, 21216",2/10/16,2016,Greater Rosemont
"1900 CLIFTON AVE, MD, 21217",2/11/16,2016,Greater Mondawmin
"2100 W FAYETTE ST, BALTIMORE, MD, 21223",2/12/16,2016,Southwest Baltimore
"1900 E 31ST ST, BALTIMORE, MD, 21218",2/15/16,2016,Midway/Coldstream
"1900 N BENTALOU ST, BALTIMORE, MD, 21216",2/17/16,2016,Greater Mondawmin
"2700 PELHAM AVE, BALTIMORE, MD, 21213",2/18/16,2016,Belair-Edison
"2300 AIKEN ST, BALTIMORE, MD, 21218",2/19/16,2016,Midway/Coldstream
"2300 W LAFAYETTE AVE, BALTIMORE, MD, 21216",2/20/16,2016,Greater Rosemont
"2300 W LAFAYETTE AVE, BALTIMORE, MD, 21216",2/20/16,2016,Greater Rosemont
"700 W LAFAYETTE AVE, BALTIMORE, MD, 21217",2/21/16,2016,Upton/Druid Heights
"2300 DENISON ST, MD, 21216",2/21/16,2016,Forest Park/Walbrook
"1700 HILTON ST, MD, 21216",2/21/16,2016,Greater Rosemont
"1000 E PATAPSCO AVE, BALTIMORE, MD, 21225",2/23/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"2500 W LANVALE ST, BALTIMORE, MD, 21216",2/25/16,2016,Greater Rosemont
"800 E 22ND ST, BALTIMORE, MD, 21218",2/26/16,2016,Midway/Coldstream
"2800 W LAFAYETTE AVE, BALTIMORE, MD, 21216",2/29/16,2016,Greater Rosemont
"1900 W BALTIMORE ST, BALTIMORE, MD, 21223",2/29/16,2016,Southwest Baltimore
"2331 N FULTON AVE, BALTIMORE, MD, 21217",3/3/16,2016,Penn North/Reservoir Hill
"500 ORCHARD ST, BALTIMORE, MD, 21201",3/6/16,2016,Downtown/Seton Hill
"2930 INDEPENDENCE ST, BALTIMORE, MD, 21218",3/10/16,2016,The Waverlies
"2300 E CHASE ST, BALTIMORE, MD, 21213",3/12/16,2016,Clifton-Berea
"1500 N GILMOR ST, BALTIMORE, MD, 21217",3/13/16,2016,Sandtown-Winchester/Harlem Park
"2400 E MONUMENT ST, BALTIMORE, MD, 21205",3/15/16,2016,Madison/East End
"800 DARTMOUTH ROAD, BALTIMORE, MD, 21212",3/16/16,2016,Chinquapin Park/Belvedere
"2700 E PRESTON ST, BALTIMORE, MD, 21213",3/16/16,2016,Clifton-Berea
"2100 E NORTH AVE, BALTIMORE, MD, 21213",3/17/16,2016,Clifton-Berea
"1200 MCCULLOH ST, BALTIMORE, MD, 21217",3/18/16,2016,Upton/Druid Heights
"3400 SAINT AMBROSE AVE, BALTIMORE, MD, 21215",3/19/16,2016,Southern Park Heights
"4500 MONUMENT ST, MD, 21205",3/20/16,2016,Orangeville/East Highlandtown
"400 N BOULDIN ST, BALTIMORE, MD, 21224",3/22/16,2016,Patterson Park North & East
"1600 MAY CT, BALTIMORE, MD, 21223",3/22/16,2016,Oldtown/Middle East
"600 N AUGUSTA AVE, BALTIMORE, MD, 21229",3/24/16,2016,Edmondson Village
"1300 BOYD ST, MD, 21223",3/27/16,2016,Southwest Baltimore
"1800 E LAFAYETTE AVE, BALTIMORE, MD, 21213",3/29/16,2016,Greenmount East
"300 E 22ND ST, BALTIMORE, MD, 21218",3/30/16,2016,Greater Charles Village/Barclay
"1500 LAKESIDE AVE, BALTIMORE, MD, 21218",3/31/16,2016,Northwood
"2800 BOARMAN AVE, BALTIMORE, MD, 21215",4/3/16,2016,Southern Park Heights
"1049 HILLEN ST, BALTIMORE, MD, 21202",4/6/16,2016,Oldtown/Middle East
"2100 W PRATT ST, BALTIMORE, MD, 21223",4/7/16,2016,Southwest Baltimore
"5400 NELSON AVE, BALTIMORE, MD, 21215",4/8/16,2016,Pimlico/Arlington/Hilltop
"3000 CHELSEA TER, BALTIMORE, MD, 21216",4/8/16,2016,Forest Park/Walbrook
"1400 AISQUITH ST, BALTIMORE, MD, 21202",4/8/16,2016,Greenmount East
"3800 HARLEM AVE, BALTIMORE, MD, 21229",4/11/16,2016,Edmondson Village
"1500 PENNSYLVANIA AVE, BALTIMORE, MD, 21217",4/11/16,2016,Upton/Druid Heights
"3400 ROUND ROAD, BALTIMORE, MD, 21225",4/12/16,2016,Cherry Hill
"3101 DUDLEY AVE, BALTIMORE, MD, 21213",4/12/16,2016,Belair-Edison
"1500 WASHINGTON BLVD, BALTIMORE, MD, 21230",4/16/16,2016,Washington Village/Pigtown
"600 DUNCAN ST, MD, 21205",4/17/16,2016,Madison/East End
"1200 BONAPARTE AVE, BALTIMORE, MD, 21218",4/18/16,2016,Midway/Coldstream
"4000 WILSBY AVE, BALTIMORE, MD, 21218",4/19/16,2016,Greater Govans
"3600 ESTHER PL, BALTIMORE, MD, 21224",4/19/16,2016,Orangeville/East Highlandtown
"3400 REISTERSTOWN ROAD, MD, 21215",4/22/16,2016,Southern Park Heights
"1400 MYRTLE AVE, MD, 21217",4/24/16,2016,Upton/Druid Heights
"x=-76.598494, y=39.292894",4/24/16,2016,Oldtown/Middle East
"800 ASHBURTON ST, MD, 21216",4/25/16,2016,Greater Rosemont
"5400 PURDUE AVE, MD, 21239",4/25/16,2016,Loch Raven
"2500 JEFFERSON ST, BALTIMORE, MD, 21205",4/25/16,2016,Madison/East End
"500 N LOUDON AVE, BALTIMORE, MD, 21229",4/26/16,2016,Allendale/Irvington/S. Hilton
"4700 LIBERTY HEIGHTS AVE, BALTIMORE, MD, 21207",4/26/16,2016,Howard Park/West Arlington
"3200 E BALTIMORE ST, BALTIMORE, MD, 21224",4/26/16,2016,Patterson Park North & East
"2700 ASHLAND AVE, BALTIMORE, MD, 21205",4/26/16,2016,Madison/East End
"4700 HADDON AVE, MD, 21207",4/28/16,2016,Howard Park/West Arlington
"4700 GWYNN OAK AVE, MD, 21207",4/28/16,2016,Howard Park/West Arlington
"2400 E LAFAYETTE AVE, BALTIMORE, MD, 21213",4/28/16,2016,Clifton-Berea
"900 E PATAPSCO AVE, BALTIMORE, MD, 21225",5/2/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"6600 REISTERSTOWN RD, MD, 21215",5/3/16,2016,Glen-Fallstaff
"4500 GARDEN DR, BALTIMORE, MD, 21215",5/4/16,2016,Southern Park Heights
"1500 N DURHAM ST, BALTIMORE, MD, 21213",5/4/16,2016,Greenmount East
"5700 JONQUIL AVE, BALTIMORE, MD, 21215",5/6/16,2016,Glen-Fallstaff
"3400 ROUND ROAD, BALTIMORE, MD, 21225",5/7/16,2016,Cherry Hill
"600 N DECKER AVE, BALTIMORE, MD, 21205",5/8/16,2016,Madison/East End
"1500 N SMALLWOOD ST, BALTIMORE, MD, 21216",5/10/16,2016,Greater Rosemont
"1700 MANOR AVE, MD, 21224",5/12/16,2016,Southeastern
"4200 SHELDON AVE, BALTIMORE, MD, 21206",5/17/16,2016,Cedonia/Frankford
"400 W SARATOGA ST, BALTIMORE, MD, 21201",5/20/16,2016,Downtown/Seton Hill
"3500 HAYWARD AVE, BALTIMORE, MD, 21215",5/22/16,2016,Pimlico/Arlington/Hilltop
"200 S STRICKER ST, BALTIMORE, MD, 21223",5/22/16,2016,Southwest Baltimore
"5400 NELSON AVE, BALTIMORE, MD, 21215",5/23/16,2016,Pimlico/Arlington/Hilltop
"500 E PATAPSCO AVE, BALTIMORE, MD, 21225",5/25/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"400 FORREST ST, BALTIMORE, MD, 21202",5/25/16,2016,Oldtown/Middle East
"2400 FREDERICK AVE, BALTIMORE, MD, 21223",5/25/16,2016,Southwest Baltimore
"1200 N CAREY ST, BALTIMORE, MD, 21217",5/25/16,2016,Sandtown-Winchester/Harlem Park
"1 GILMOR ST, MD, 21223",5/25/16,2016,Southwest Baltimore
"4200 WILLSHIRE AVE, MD, 21206",5/26/16,2016,Cedonia/Frankford
"2700 THE ALAMEDA, BALTIMORE, MD, 21218",5/26/16,2016,Midway/Coldstream
"2700 THE ALAMEDA, BALTIMORE, MD, 21218",5/26/16,2016,Midway/Coldstream
"1600 E OLIVER ST, BALTIMORE, MD, 21213",5/26/16,2016,Greenmount East
"2900 ROSALIND AVE, MD, 21215",5/27/16,2016,Southern Park Heights
"1600 W NORTH AVE, BALTIMORE, MD, 21217",5/27/16,2016,Greater Mondawmin
"500 S BROADWAY, BALTIMORE, MD, 21231",5/28/16,2016,Fells Point
"2200 BARCLAY ST, MD, 21218",5/31/16,2016,Greater Charles Village/Barclay
"900 ALLENDALE ST, BALTIMORE, MD, 21229",6/3/16,2016,Edmondson Village
"700 N MONROE ST, BALTIMORE, MD, 21217",6/3/16,2016,Sandtown-Winchester/Harlem Park
"200 FREMONT AVE, MD, 21201",6/4/16,2016,Poppleton/The Terraces/Hollins Market
"1500 SPRUCE ST, BALTIMORE, MD, 21226",6/6/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"1500 SPRUCE ST, BALTIMORE, MD, 21226",6/6/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"4300 FERNHILL AVE, BALTIMORE, MD, 21215",6/8/16,2016,Howard Park/West Arlington
"1300 JAMES ST, BALTIMORE, MD, 21223",6/8/16,2016,Washington Village/Pigtown
"1900 EDMONDSON AVE, BALTIMORE, MD, 21223",6/9/16,2016,Sandtown-Winchester/Harlem Park
"100 N SMALLWOOD ST, BALTIMORE, MD, 21223",6/9/16,2016,Southwest Baltimore
"400 E 22ND ST, BALTIMORE, MD, 21218",6/10/16,2016,Greater Charles Village/Barclay
"2500 KEYWORTH AVE, BALTIMORE, MD, 21215",6/10/16,2016,Southern Park Heights
"900 PENNSYLVANIA AVE, BALTIMORE, MD, 21201",6/11/16,2016,Upton/Druid Heights
"1 SHIPLEY ST, MD, 21223",6/11/16,2016,Southwest Baltimore
"3500 BREHMS LANE, MD, 21213",6/13/16,2016,Belair-Edison
"1500 GORSUCH AVE, BALTIMORE, MD, 21218",6/14/16,2016,Midway/Coldstream
"1300 GLENWOOD AVE, MD, 21239",6/21/16,2016,Northwood
"4000 WILSBY AVE, BALTIMORE, MD, 21218",6/22/16,2016,Greater Govans
"1700 PRESSTMAN ST, BALTIMORE, MD, 21217",6/22/16,2016,Sandtown-Winchester/Harlem Park
"6200 FAIRDEL AVE, BALTIMORE, MD, 21206",6/23/16,2016,Hamilton
"1 N HILTON ST, BALTIMORE, MD, 21229",6/24/16,2016,Allendale/Irvington/S. Hilton
"4600 HARFORD ROAD, BALTIMORE, MD, 21214",6/25/16,2016,Lauraville
"3400 RAVENWOOD AVE, BALTIMORE, MD, 21213",6/26/16,2016,Belair-Edison
"3400 ELMORA AVE, BALTIMORE, MD, 21213",6/26/16,2016,Belair-Edison
"600 N ELLWOOD AVE, BALTIMORE, MD, 21205",6/28/16,2016,Madison/East End
"5600 SINCLAIR LANE, MD, 21206",6/28/16,2016,Claremont/Armistead
"1800 EDMONDSON AVE, MD, 21223",6/28/16,2016,Sandtown-Winchester/Harlem Park
"4500 ROGERS AVE, MD, 21215",6/30/16,2016,Howard Park/West Arlington
"800 KEVIN ROAD, BALTIMORE, MD, 21229",7/1/16,2016,Edmondson Village
"2200 POPLAR GROVE ST, BALTIMORE, MD, 21216",7/3/16,2016,Greater Mondawmin
"600 LAURENS ST, MD, 21217",7/5/16,2016,Upton/Druid Heights
"300 S HERRING CT, BALTIMORE, MD, 21231",7/5/16,2016,Harbor East/Little Italy
"2300 ANOKA AVE, BALTIMORE, MD, 21215",7/6/16,2016,Greater Mondawmin
"100 N PAYSON ST, BALTIMORE, MD, 21223",7/6/16,2016,Southwest Baltimore
"600 W UNIVERSITY PKWY, BALTIMORE, MD, 21210",7/8/16,2016,Greater Roland Park/Poplar Hill
"900 CALHOUN ST, MD, 21217",7/10/16,2016,Sandtown-Winchester/Harlem Park
"600 E PATAPSCO AVE, BALTIMORE, MD, 21225",7/10/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"1800 W NORTH AVE, BALTIMORE, MD, 21217",7/10/16,2016,Greater Mondawmin
"1200 E FAYETTE ST, BALTIMORE, MD, 21202",7/10/16,2016,Oldtown/Middle East
"500 DOLPHIN ST, BALTIMORE, MD, 21217",7/11/16,2016,Upton/Druid Heights
"2800 ASHLAND AVE, BALTIMORE, MD, 21205",7/12/16,2016,Madison/East End
"3700 SAINT MARGARET ST, BALTIMORE, MD, 21225",7/13/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"1500 N WASHINGTON ST, BALTIMORE, MD, 21213",7/13/16,2016,Greenmount East
"3100 FERNDALE AVE, BALTIMORE, MD, 21207",7/14/16,2016,Howard Park/West Arlington
"600 MAUDE AVE, BALTIMORE, MD, 21225",7/16/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"1400 RETREAT ST, MD, 21217",7/16/16,2016,Penn North/Reservoir Hill
"700 MELLO CT, BALTIMORE, MD, 21205",7/18/16,2016,Oldtown/Middle East
"4800 MIDLINE ROAD, BALTIMORE, MD, 21206",7/18/16,2016,Claremont/Armistead
"3300 THE ALAMEDA, MD, 21218",7/18/16,2016,The Waverlies
"3400 OLD YORK ROAD, BALTIMORE, MD, 21218",7/19/16,2016,The Waverlies
"2200 N ROSEDALE ST, BALTIMORE, MD, 21216",7/19/16,2016,Greater Mondawmin
"3600 GARRISON BLVD, BALTIMORE, MD, 21215",7/21/16,2016,Dorchester/Ashburton
"300 N CARROLLTON AVE, BALTIMORE, MD, 21223",7/23/16,2016,Poppleton/The Terraces/Hollins Market
"900 N CAROLINE ST, BALTIMORE, MD, 21205",7/24/16,2016,Oldtown/Middle East
"600 N PULASKI ST, BALTIMORE, MD, 21217",7/24/16,2016,Greater Rosemont
"1500 LESLIE ST, BALTIMORE, MD, 21217",7/25/16,2016,Sandtown-Winchester/Harlem Park
"1000 E PATAPSCO AVE, BALTIMORE, MD, 21225",7/25/16,2016,Brooklyn/Curtis Bay/Hawkins Point
"2111 GARRISON BLVD, BALTIMORE, MD, 21216",7/26/16,2016,Forest Park/Walbrook
"3000 TIVOLY AVE, MD, 21218",7/28/16,2016,Midway/Coldstream
"2400 WASHINGTON BLVD, MD, 21230",7/28/16,2016,Morrell Park/Violetville
"100 E NORTH AVE, BALTIMORE, MD, 21202",7/28/16,2016,Greater Charles Village/Barclay
"5600 GOVANE AVE, BALTIMORE, MD, 21212",7/29/16,2016,Chinquapin Park/Belvedere
"300 N CARROLLTON AVE, BALTIMORE, MD, 21223",7/29/16,2016,Poppleton/The Terraces/Hollins Market
"2500 W FAYETTE ST, BALTIMORE, MD, 21223",8/3/16,2016,Southwest Baltimore
"1600 MCCULLOH ST, MD, 21217",8/4/16,2016,Upton/Druid Heights
"500 E 26TH ST, BALTIMORE, MD, 21218",8/5/16,2016,Midway/Coldstream
"2500 E MADISON ST, BALTIMORE, MD, 21205",8/7/16,2016,Madison/East End
"900 WHITELOCK ST, BALTIMORE, MD, 21217",8/10/16,2016,Penn North/Reservoir Hill
"2700 ASHLAND AVE, BALTIMORE, MD, 21205",8/10/16,2016,Madison/East End
